ExperimentName;Vistalon 8800 (EPDM);Vistalon 8600 (EPDM);Keltan 6950 (EPDM);keltan 6951;Keltan 6950 ECO;keltan 6951C;KEP2480 (EPDM);ravago EPDM recycl� ;PPH 3060 (PP);PP Remolen 50CCUF 702;PP Remolen 50CC00 703;Remolen 50CHUF00 7XX;ENGAGE 8180 (POE);PPH 11012 (PP);Dutral BTX 9049;Stabaxol P100;INEOS rrPP1002;Marlex HAX 030LC (PP);Marlex HGX 030LC (PP);Exxelor PO1020 (PPgAM);Infuse 9077 (OBC);Adflex X100G (polyolefine);Engage 8842 (POE);PP 2355 (anti uv);PPH 2002 (anti-UV);PP 8790 (anti uv);PP 55176 (anti ox);rPPH 02GR;rPPH 03GR;WPP PRC 50 UFO;WPP PRC 50 UFO nat;rPPC 01GR;rPPC 02GR;Kingfa CB-T2L2A NC001;PEHD HMA018 (PE);Primol 352 (Plastifiant);Nypar 330 (Plastifiant);NYPAR 330 2;Lucant LX400 (plastifiant);Pionier 2196 (plastifiant);Tiona ATA 1 (TiO2);Noir Spheron SOA 550 (Noir de carbone);Noir 990 (Noir de carbone);Noir N115;Noir N330;Noir N772;noir FEF 550;PP8027 (Noir Polyone);Incroslip SL (AID Process);Crodamide ER (AID Process);Polyplastol 19 (AID Process);AIDPPF4 (AID Process);Chiguard 770 (anti-UV);Cyasorb uv 703 (anti-UV);Cyasorb uv 703 (fin) (anti-UV);Cyasorb CYXTRA V9900 (anti-uv);Tinuvin 770 DF (anti-UV);Tinuvin 326 (anti-UV);Tinuvin 326 (fin) (anti-UV);Lubio 10 (anti-UV);Lubio 10 (fin) (anti-UV);Lubio 11 (anti-UV);Lubio 11 (fin) (anti-UV);Zeoflair 110 (additif);torilis 7200;Bruggolen TP-R2090;naugard 445;Vulkanox HS-LG (TMQ);Huile Aurora SK W Ergon ;PEG 4000 (AID Process);ZnO;MgO - Maglite DE;R�sine SP1055 (R�sine);R�sine SP1045H (non brom�e);Anti oxydant MBI : RHENOGRAN MBI 80 (anti-ox);Anti oxydant MBI (fin) (anti-ox);Cyanox 2777 (anti ox);Irganox B225 (ANTIOX);Irganox B900 (ANTIOX);Hostanox PEPQ (ANTIOX);Hostanox SE10 PILLS;Hostanox 0310 PILLS;Irgacycle 030G;MB 50001;Univul 4050 (HALS);Chimassorb 2020 (HALS);Hycite 713 (corr acidit�);Safic Chem Mask AX PD (BV) (neutralisateur odeur);acide st�arique;nures 2055;PP AUROcom 50 IUF3 H Tst black;PP ROMOLEN (Mol group);Huile Viva B-Fix 10249;N�opr�ne WRT;REPSOL Reciclex RXP52BG;Luperox F40MF (Peroxyde);Luperox 101XL45 (Peroxyde);Luperox 101XL45 SP2 (peroxyde);Luperox F air B2 (peroxyde);RICON 153DA (co-agent);RICON 154DA (co-agent);TMPTMA = SR 350 (co-agent);Vulcofac SR 517 DL (Co-agent);Alcanpoudre EGDMA (Co-agent);Alcanpoudre TMPTMA 70 (Co-agent);Alcanpoudre - EGDMA 70;TOTAL;Chiguard 770 (BV) (anti-UV);Tinuvin 326 (BV) (anti-UV);PEG 4000 (BV) (AID Process);Crodamide ER (BV) (AID Process);Nypar 330 (BV) (Plastifiant);AIDPPF4 (BV) (AID Process);MB 50001 (BV);rPPH 02GR (BV);rPPH 03GR (BV);WPP PRC 50 UFO nat (BV);rPPC 01GR (BV);rPPC 02GR (BV);Kingfa CB-T2L2A NC001 (BV);PPH 3060 (BV) (PP);PP AUROcom 50 IUF3 H Tst black (BV);WPP PRC 50 UFO (BV);PP ROMOLEN (Mol group) (BV);PP Remolen 50CCUF 702 (BV);PP Remolen 50CC00 703 (BV);INEOS rrPP1002 (BV);REPSOL Reciclex RXP52BG (BV);Remolen 50CHUF00 7XX (BV);mach_mix;Coef-remplissage;mach_Bivis;Profil_vis;vitesse rotation b-v;puits de d�gazage;Cyl.zone 1;Cyl.zone 2;Cyl.zone 3;Cyl.zone 4;Cyl.zone 5;Cyl.zone 6;Cyl.zone 7;Cyl.zone 8;Cyl.zone 9;Cyl.zone 10;Cyl.zone 11;Cyl.zone 12;GALA - T� 8.0;GALA - bypass;GALA - Fili�re;T� T�te;T� Porte Filtre;T� Bi-Pass;T� Eau;D�bit doseur 1 double vis;type vis doseur 1;d�bit doseur 1 K-tron;D�bit doseur 2 monovis;type vis doseur 2;Couple Vis doseur;Position;Type pompe;d�bit th�orique;d�bit affich�;Vitesse extrudeuse;Couple extrudeuse;T� mati�re BV;Energie sp�cifique;P gala amont;P gala aval;Pression dans 8/0;Pression bypass;capacit� granulatrice;Intensit� de la granulatrice Gala;Couple granulatrice Gala;vitesse granulatrice;V Couteaux;nb trous fili�res;nb lames du porte-couteaux;t� bac d'eau Gala;Type mat�re � doser;D�bit doseur;capacit� doseur;type vis doseur;% vitesse de Vis doseur;D�bit Huile;Vitesse de vis;Courant;Pression t�te extrudeuse;T� mati�re;mach_extru;Etuvage;Hum_extru;Vvis_extru;T_extru;P-extru;V_tapis;E_extru;T_melt_extru;Hard_Shore_A;Hard_Shore_D;Density;Tensile_strength_break;Elong_break;S_elong_5;S_elong_10;S_elong_20;S_elong_50;S_elong_100;Comp_22_23;Comp_22_85;Comp_22_70;Comp_22_100;Comp_168_70
QM-331 A;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;0;1,5;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;56;999999;99999;99999;180;16,6;54;209;Teach Line;>4h � 70�C;99999;160;200-200-190-185-180;48;13,5;2;999999;61,16666667;99999;0,917;7,87;408,31;0,57;0,82;1,13;99999;2,31;99999;35,6;99999;34,6;99999
QM331 A prod150419;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;0;1,5;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;51;999999;99999;99999;180;14,5;52;209;Teach Line;>4h � 70�C;99999;160;200-200-190-185-180;51;14,5;2;999999;60,4;99999;0,9158;7,65;416,15;0,54;0,79;1,09;99999;2,23;99999;36,8;99999;38,7;99999
QM331 B;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;0;1,5;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5%w;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;50;999999;99999;99999;180;14,6;56;209;Teach Line;>4h � 70�C;99999;160;200-200-190-185-180;55;15;2;999999;59,83333333;99999;0,917966667;7,83;415,73;0,53;0,77;1,07;99999;2,21;99999;35,8;99999;38;99999
QM331 C prod150419;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;20;0;0;0;0;0;0;0;1,5;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;243,6;0;0;0;0;45;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;53;99999;99999;99999;1800;999999;999999;99999;999999;11;38;999999;99999;2,01;180;15,1;57;209;Teach Line;>4h � 70�C;99999;160;200-200-190-185-180;40;13;2;999999;63,13333333;99999;0,916566667;7,31;288,64;0,57;0,84;1,2;99999;2,75;99999;31,5;99999;35,3;99999
QM-331 D prod150419;0;0;0;0;0;0;100;0;0;0;0;0;10;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;0;1,5;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;268,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;53;99999;99999;99999;1500;999999;999999;99999;999999;11;51;999999;99999;99999;180;12,4;45;208;Teach Line;>4h � 70�C;99999;160;200-200-190-185-180;50;13,5;2;999999;61,83333333;99999;0,922466667;7,34;373,85;0,61;0,87;1,19;99999;2,43;99999;35,5;99999;38,2;99999
QM-336 A;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;99999;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;54;999999;99999;99999;180;15,7;50;210;Teach Line;3h30 � 70�C + maintien � 60�C;0,06;160;200-200-190-185-180;58;16,5;2;999999;59,23333333;99999;0,9148;8,26;451,36;0,53;0,77;1,08;99999;2,16;99999;37;99999;39;99999
QM-336 B;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;99999;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;47;999999;99999;99999;180;14,5;50;209;Teach Line;3h30 � 70�C + maintien � 60�C;0,04;160;200-200-190-185-180;57;16,5;2;999999;59,36666667;99999;0,9227;7,97;439,32;0,53;0,77;1,06;99999;2,14;99999;35;99999;38;99999
QM-336 C;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;99999;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;47;999999;99999;99999;180;14,5;50;209;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;58;17,5;2;999999;58,76666667;99999;0,915433333;7,59;423,18;0,5;0,73;1,06;99999;2,12;99999;35;99999;39;99999
QM-336 D;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;99999;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;47;999999;99999;99999;180;14;51;209;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;57;17;2;999999;58,36666667;99999;0,914633333;7,96;443,13;0,48;0,72;1;99999;2,07;99999;36;99999;38;99999
QM-336 E;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;288,6;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;99999;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;53;99999;99999;99999;1500;999999;999999;99999;999999;11;54;999999;99999;99999;180;16,1;58;210;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;70;16,5;2;999999;58,7;99999;0,908066667;5,85;331,14;0,49;0,72;1,01;99999;2,15;99999;34;99999;36;99999
QM-336 F;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0,435;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0,73;1,46;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;291,005;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;99999;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;48;999999;99999;99999;180;14,1;50;210;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;51;14;2;999999;60,7;99999;0,9141;7,56;404,54;0,52;0,76;1,05;99999;2,18;99999;35;99999;39;99999
QM-336 G;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0;0;0;1,46;0;0;1,16;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;291;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;52;999999;99999;99999;180;14;49;210;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;54;17;2;999999;58,76666667;99999;0,9153;7,99;436,95;0,52;0,77;1,07;99999;2,18;99999;36;99999;38;99999
QM-336 H;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0,435;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0,73;1,46;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;291,005;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;53;99999;99999;99999;1500;999999;999999;99999;999999;11;50;999999;99999;99999;180;14,2;50;209;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;55;16,5;2;999999;60,1;99999;0,9173;7,56;415,14;0,52;0,76;1,05;99999;2,15;99999;34;99999;39;99999
QM-336 I;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0,73;1,46;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;290,57;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;49;999999;99999;99999;180;14,4;50;209;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;58;16;2;999999;59,4;99999;0,909533333;7,76;421,82;0,52;0,75;1,05;99999;2,13;99999;33;99999;37;99999
QM-336 J;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0,435;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,73;1,46;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;290,425;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;53;99999;99999;99999;1500;999999;999999;99999;999999;11;55;999999;99999;99999;180;14,6;51;209;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;57;16;2;999999;60,6;99999;0,917866667;8,15;438,97;0,54;0,77;1,06;99999;2,17;99999;35;99999;37;99999
QM-336 K;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0,435;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0,73;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;289,545;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;53;99999;99999;99999;1500;999999;999999;99999;999999;11;46;999999;99999;99999;180;14,3;51;209;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;59;16,5;2;999999;59,4;99999;0,916833333;7,57;423,4;0,51;0,75;1,04;99999;2,13;99999;35;99999;37;99999
QM-336 L;0;0;0;0;0;0;100;0;0;0;0;0;30;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0,435;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0;1,46;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;290,275;0;0;0;0;0;1.5%w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Collin;injection huile;99999;999999;999999;165;170;175;180;185;190;200;200;200 avec VORTEC;999999;999999;999999;999999;999999;200;200;200;25;999999;999999;99999;999999;999999;99999;999999;999999;999999;999999;999999;999999;999999;999999;999999;999999;99999;99999;54;99999;99999;99999;1500;999999;999999;99999;999999;11;44;999999;99999;99999;180;14,6;52;210;Teach Line;3h30 � 70�C + maintien � 60�C;99999;160;200-200-190-185-180;58;16;2;999999;59,2;99999;0,9141;7,7;418,51;0,52;0,76;1,06;99999;2,16;99999;36;99999;39;99999
QM 339 E1;0;100;0;0;0;0;0;0;40;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;268,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27-52D;L9 (modifi�);99999;999999;60;165;170;175;180;185;190;195;195;200;200;200;200;200;200;99999;99999;99999;30;99999;99999;99999;40;spirale - grande;99999;99999;99999;99999;99999;265;76;194;0,16;3;56;99999;99999;62;99999;99999;99999;3800;2x �3mm /12;4;99999;999999;99999;99999;999999;99999;99999;99999;99999;59;204;Teach Line;>2h � 70�C;0,05;100;180-180-180-180-160;44;10;9999;193;59;99999;0,915233333;6,74;382,26;0,49;0,71;0,98;99999;2,04;99999;31,3;99999;34,8;99999
QM 339 E2;0;100;0;0;0;0;0;0;40;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;268,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27-52D;L9 (modifi�);99999;999999;60;165;170;175;180;185;190;195;195;200;200;200;200;200;200;99999;99999;99999;30;99999;99999;99999;40;spirale - grande;99999;99999;99999;99999;99999;265;76;194;0,16;3;56;99999;99999;62;99999;99999;99999;3800;2x �3mm /12;4;99999;999999;99999;99999;999999;99999;99999;99999;99999;59;204;Teach Line;>2h � 70�C;99999;180;180-180-180-180-160;54;16,5;9999;205;58,36666667;99999;0,915;6,86;391,1;0,53;0,74;1,01;99999;2,02;99999;33,3;99999;37,55;99999
QM 339 E3;0;100;0;0;0;0;0;0;40;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;20;0;0;0;0;0;0;1,5;0;0;0;0,4;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;2,8;0;0;268,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Krupp F2000;0,8;Leistritz D27-52D;L9 (modifi�);99999;999999;60;165;170;175;180;185;190;195;195;200;200;200;200;200;200;99999;99999;99999;30;99999;99999;99999;40;spirale - grande;99999;99999;99999;99999;99999;265;76;194;0,16;3;56;99999;99999;62;99999;99999;99999;3800;2x �3mm /12;4;99999;999999;99999;99999;999999;99999;99999;99999;99999;59;204;Teach Line;3h � 70�C + 1,5h � 80�C + maintien 70�C;99999;100;220-220-210-200-190;43;10,5;9999;235;56,33333333;99999;0,915533333;6,99;405,98;0,51;0,73;1;99999;2,01;99999;36,4;99999;40,6;99999
